trx_id,product_id,trx_date,units
DQTrx000822,DQProduk-001,1012024,1
DQTrx000831,DQProduk-003,1012024,1
DQTrx000836,DQProduk-009,1012024,1
DQTrx000837,DQProduk-001,1012024,1
DQTrx000838,DQProduk-009,1012024,2
DQTrx000872,DQProduk-001,1012024,1
DQTrx000873,DQProduk-009,1012024,1
DQTrx000882,DQProduk-001,1012024,2
DQTrx000883,DQProduk-009,1012024,1
DQTrx000892,DQProduk-009,1012024,3
DQTrx000906,DQProduk-009,1012024,1
DQTrx000916,DQProduk-003,1012024,1
DQTrx000919,DQProduk-001,1012024,1
DQTrx000926,DQProduk-003,1012024,1
DQTrx000932,DQProduk-001,1012024,1
DQTrx000937,DQProduk-001,1012024,1
DQTrx000951,DQProduk-001,1012024,1
DQTrx000954,DQProduk-009,1012024,1
DQTrx000956,DQProduk-009,1012024,1
DQTrx000970,DQProduk-001,1012024,1
DQTrx000974,DQProduk-009,1012024,1
DQTrx000976,DQProduk-003,1012024,1
DQTrx000981,DQProduk-001,1012024,1
DQTrx000986,DQProduk-001,1012024,1
DQTrx000989,DQProduk-009,1012024,1
DQTrx001003,DQProduk-001,1012024,1
DQTrx001005,DQProduk-001,1012024,1
DQTrx001008,DQProduk-003,1012024,1
DQTrx001014,DQProduk-001,1012024,1
DQTrx001017,DQProduk-001,1012024,1
DQTrx001031,DQProduk-001,1012024,1
DQTrx001041,DQProduk-001,1012024,1
DQTrx001067,DQProduk-009,1012024,1
DQTrx001077,DQProduk-001,1012024,1
DQTrx001080,DQProduk-001,1012024,1
DQTrx001081,DQProduk-009,1012024,1
DQTrx001083,DQProduk-001,1012024,1
DQTrx001085,DQProduk-009,1012024,1
DQTrx001094,DQProduk-009,1012024,1
DQTrx001100,DQProduk-003,1012024,1
DQTrx001122,DQProduk-009,1012024,3
DQTrx001125,DQProduk-001,1012024,1
DQTrx001133,DQProduk-009,1012024,1
DQTrx001134,DQProduk-009,1012024,2
DQTrx001136,DQProduk-009,1012024,1
DQTrx001138,DQProduk-009,1012024,2
DQTrx001139,DQProduk-009,1012024,1
DQTrx001142,DQProduk-009,1012024,2
DQTrx001145,DQProduk-001,1012024,1
DQTrx001147,DQProduk-001,1012024,1
DQTrx001149,DQProduk-001,1012024,1
DQTrx001150,DQProduk-001,1012024,1
DQTrx001152,DQProduk-001,1012024,1
DQTrx001160,DQProduk-001,1012024,1
DQTrx001182,DQProduk-001,2012024,1
DQTrx001186,DQProduk-001,2012024,1
DQTrx001191,DQProduk-001,2012024,1
DQTrx001198,DQProduk-001,2012024,2
DQTrx001206,DQProduk-001,2012024,1
DQTrx001207,DQProduk-001,2012024,1
DQTrx001210,DQProduk-001,2012024,1
DQTrx001212,DQProduk-001,2012024,1
DQTrx001218,DQProduk-001,2012024,1
DQTrx001226,DQProduk-001,2012024,1
DQTrx001231,DQProduk-001,2012024,1
DQTrx001248,DQProduk-001,2012024,1
DQTrx001249,DQProduk-001,2012024,1
DQTrx001272,DQProduk-001,2012024,1
DQTrx001274,DQProduk-009,2012024,1
DQTrx001275,DQProduk-001,2012024,1
DQTrx001278,DQProduk-001,2012024,1
DQTrx001279,DQProduk-009,2012024,1
DQTrx001282,DQProduk-001,2012024,1
DQTrx001284,DQProduk-001,2012024,1
DQTrx001285,DQProduk-001,2012024,1
DQTrx001288,DQProduk-001,2012024,1
DQTrx001294,DQProduk-001,2012024,1
DQTrx001295,DQProduk-001,2012024,1
DQTrx001297,DQProduk-001,2012024,1
DQTrx001313,DQProduk-001,2012024,1
DQTrx001316,DQProduk-001,2012024,1
DQTrx001328,DQProduk-009,2012024,1
DQTrx001334,DQProduk-001,2012024,1
DQTrx001340,DQProduk-009,2012024,1
DQTrx001342,DQProduk-009,2012024,1
DQTrx001345,DQProduk-001,2012024,3
DQTrx001346,DQProduk-001,2012024,1
DQTrx001372,DQProduk-009,2012024,1
DQTrx001374,DQProduk-001,2012024,1
DQTrx001377,DQProduk-001,2012024,1
DQTrx001380,DQProduk-001,2012024,1
DQTrx001389,DQProduk-009,2012024,1
DQTrx001390,DQProduk-001,2012024,1
DQTrx001392,DQProduk-001,2012024,1
DQTrx001397,DQProduk-001,2012024,3
DQTrx001400,DQProduk-001,2012024,1
DQTrx001402,DQProduk-001,2012024,1
DQTrx001407,DQProduk-001,2012024,1
DQTrx001411,DQProduk-001,2012024,1
DQTrx001415,DQProduk-001,2012024,1
DQTrx001416,DQProduk-001,2012024,1
DQTrx001421,DQProduk-001,2012024,1
DQTrx001426,DQProduk-001,2012024,1
DQTrx001434,DQProduk-001,2012024,1
DQTrx001436,DQProduk-001,2012024,1
DQTrx001442,DQProduk-001,2012024,1
DQTrx001446,DQProduk-001,2012024,1
DQTrx001449,DQProduk-009,2012024,1
DQTrx001450,DQProduk-009,2012024,1
DQTrx001451,DQProduk-001,2012024,1
DQTrx001466,DQProduk-001,2012024,1
DQTrx001467,DQProduk-001,2012024,2
DQTrx001471,DQProduk-001,2012024,1
DQTrx001474,DQProduk-001,2012024,1
DQTrx001476,DQProduk-009,2012024,1
DQTrx001480,DQProduk-009,2012024,1
DQTrx001484,DQProduk-001,2012024,1
DQTrx001489,DQProduk-009,2012024,1
DQTrx001491,DQProduk-001,2012024,2
DQTrx001498,DQProduk-001,2012024,1
DQTrx001500,DQProduk-001,2012024,1
DQTrx001509,DQProduk-001,2012024,1
DQTrx001520,DQProduk-001,2012024,3
DQTrx001521,DQProduk-001,2012024,1
DQTrx001536,DQProduk-001,2012024,1
DQTrx001540,DQProduk-001,2012024,1
DQTrx001543,DQProduk-001,2012024,1
DQTrx001550,DQProduk-001,2012024,1
DQTrx001553,DQProduk-009,2012024,1
DQTrx001555,DQProduk-009,2012024,1
DQTrx001558,DQProduk-001,2012024,1
DQTrx001567,DQProduk-001,2012024,1
DQTrx001570,DQProduk-001,2012024,3
DQTrx001585,DQProduk-001,2012024,1
DQTrx001588,DQProduk-009,2012024,1
DQTrx001591,DQProduk-001,2012024,1
DQTrx001593,DQProduk-001,2012024,1
DQTrx001594,DQProduk-001,2012024,1
DQTrx001596,DQProduk-001,2012024,1
DQTrx001600,DQProduk-001,2012024,1
DQTrx001606,DQProduk-001,2012024,1
DQTrx001617,DQProduk-001,2012024,1
DQTrx001621,DQProduk-001,2012024,1
DQTrx001624,DQProduk-001,2012024,1
DQTrx001631,DQProduk-001,2012024,1
DQTrx001638,DQProduk-001,2012024,1
DQTrx001645,DQProduk-001,2012024,1
DQTrx001657,DQProduk-009,2012024,1
DQTrx001658,DQProduk-001,2012024,1
DQTrx001668,DQProduk-001,2012024,1
DQTrx001671,DQProduk-001,2012024,1
DQTrx001675,DQProduk-009,2012024,1
DQTrx001679,DQProduk-001,2012024,1
DQTrx001680,DQProduk-001,2012024,2
DQTrx001683,DQProduk-009,2012024,1
DQTrx001689,DQProduk-001,2012024,1
DQTrx001693,DQProduk-001,2012024,1
DQTrx001699,DQProduk-001,2012024,1
DQTrx001700,DQProduk-001,2012024,2
DQTrx001701,DQProduk-001,2012024,1
DQTrx001702,DQProduk-001,2012024,1
DQTrx001710,DQProduk-009,2012024,1
DQTrx001715,DQProduk-001,2012024,1
DQTrx001716,DQProduk-001,2012024,3
DQTrx001721,DQProduk-001,2012024,1
DQTrx001722,DQProduk-009,2012024,1
DQTrx001724,DQProduk-001,2012024,1
DQTrx001725,DQProduk-001,2012024,1
DQTrx001726,DQProduk-001,2012024,1
DQTrx001737,DQProduk-009,2012024,1
DQTrx001742,DQProduk-009,2012024,1
DQTrx001746,DQProduk-001,2012024,1
NULL,DQProduk-001,2012024,1
DQTrx001750,DQProduk-001,2012024,1
DQTrx001751,DQProduk-001,2012024,1
DQTrx001752,DQProduk-001,2012024,1
DQTrx001753,DQProduk-001,2012024,3
DQTrx001765,DQProduk-001,2012024,1
DQTrx001771,DQProduk-001,2012024,3
DQTrx001773,DQProduk-001,2012024,1
DQTrx001778,DQProduk-001,2012024,1
DQTrx001785,DQProduk-009,2012024,1
DQTrx001790,DQProduk-001,2012024,1
DQTrx001804,DQProduk-001,2012024,1
DQTrx001806,DQProduk-001,2012024,1
DQTrx001808,DQProduk-001,2012024,1
DQTrx001810,DQProduk-001,2012024,1
DQTrx001813,DQProduk-001,2012024,1
DQTrx001814,DQProduk-001,2012024,1
DQTrx001816,DQProduk-001,2012024,1
DQTrx001827,DQProduk-009,2012024,1
DQTrx001833,DQProduk-001,2012024,1
DQTrx001835,DQProduk-001,2012024,1
DQTrx001837,DQProduk-009,2012024,1
DQTrx001839,DQProduk-009,2012024,1
DQTrx001846,DQProduk-001,2012024,1
DQTrx001849,DQProduk-001,2012024,1
DQTrx001855,DQProduk-009,2012024,1
DQTrx001859,DQProduk-001,2012024,1
DQTrx001860,DQProduk-001,2012024,1
DQTrx001864,DQProduk-001,2012024,3
DQTrx001871,DQProduk-001,2012024,1
DQTrx001874,DQProduk-009,2012024,1
DQTrx001883,DQProduk-009,2012024,1
DQTrx001886,DQProduk-001,2012024,1
DQTrx001888,DQProduk-001,2012024,1
DQTrx001901,DQProduk-001,2012024,1
DQTrx001902,DQProduk-001,2012024,1
DQTrx001909,DQProduk-001,2012024,1
DQTrx001921,DQProduk-001,2012024,1
DQTrx001925,DQProduk-001,2012024,1
DQTrx001936,DQProduk-001,2012024,1
DQTrx001937,DQProduk-001,2012024,1
DQTrx001938,DQProduk-001,2012024,1
DQTrx001940,DQProduk-001,2012024,2
DQTrx001943,DQProduk-001,2012024,1
DQTrx001944,DQProduk-009,2012024,1
DQTrx001950,DQProduk-001,2012024,1
DQTrx001956,DQProduk-001,2012024,1
DQTrx001961,DQProduk-001,2012024,1
DQTrx001964,DQProduk-001,2012024,1
DQTrx001968,DQProduk-001,2012024,1
DQTrx001970,DQProduk-001,2012024,1
DQTrx001972,DQProduk-009,2012024,1
DQTrx001979,DQProduk-001,2012024,2
DQTrx001982,DQProduk-001,2012024,1
DQTrx001990,DQProduk-001,2012024,1
DQTrx001993,DQProduk-001,2012024,1
DQTrx001996,DQProduk-001,2012024,1
DQTrx002007,DQProduk-001,2012024,1
DQTrx002010,DQProduk-009,2012024,1
DQTrx002018,DQProduk-001,2012024,1
DQTrx002021,DQProduk-001,2012024,1
DQTrx002027,DQProduk-001,2012024,1
DQTrx002032,DQProduk-001,2012024,1
DQTrx002040,DQProduk-001,2012024,2
DQTrx002041,DQProduk-001,2012024,1
DQTrx002057,DQProduk-001,2012024,1
DQTrx002063,DQProduk-001,2012024,1
DQTrx002066,DQProduk-001,2012024,1
DQTrx002069,DQProduk-001,2012024,1
DQTrx002074,DQProduk-001,2012024,1
DQTrx002076,DQProduk-001,2012024,1
DQTrx002085,DQProduk-001,2012024,1
DQTrx002086,DQProduk-009,2012024,1
DQTrx002087,DQProduk-001,2012024,1
DQTrx002094,DQProduk-001,2012024,1
DQTrx002111,DQProduk-009,2012024,1
DQTrx002113,DQProduk-001,2012024,1
DQTrx002118,DQProduk-001,2012024,1
DQTrx002130,DQProduk-001,2012024,1
DQTrx002143,DQProduk-001,2012024,1
DQTrx002145,DQProduk-001,2012024,1
DQTrx002149,DQProduk-009,2012024,1
DQTrx002151,DQProduk-001,2012024,1
DQTrx002163,DQProduk-001,2012024,1
DQTrx002165,DQProduk-009,2012024,1
DQTrx002168,DQProduk-001,2012024,1
DQTrx002172,DQProduk-001,2012024,1
DQTrx002198,DQProduk-009,3012024,1
DQTrx002203,DQProduk-003,3012024,1
DQTrx002211,DQProduk-003,3012024,1
DQTrx002212,DQProduk-001,3012024,1
DQTrx002232,DQProduk-009,3012024,1
DQTrx002234,DQProduk-003,3012024,1
DQTrx002237,DQProduk-009,3012024,1
DQTrx002244,DQProduk-001,3012024,1
DQTrx002273,DQProduk-001,3012024,1
DQTrx002288,DQProduk-009,3012024,1
DQTrx002289,DQProduk-009,3012024,1
DQTrx002306,DQProduk-009,3012024,1
DQTrx002312,DQProduk-009,3012024,1
DQTrx002318,DQProduk-009,3012024,1
DQTrx002330,DQProduk-009,3012024,1
DQTrx002335,DQProduk-001,3012024,1
DQTrx002340,DQProduk-001,3012024,1
DQTrx002341,DQProduk-009,3012024,1
DQTrx002350,DQProduk-009,3012024,1
DQTrx002385,DQProduk-001,3012024,1
DQTrx002388,DQProduk-009,3012024,1
DQTrx002404,DQProduk-009,3012024,1
DQTrx002405,DQProduk-003,3012024,1
DQTrx002419,DQProduk-009,3012024,1
DQTrx002422,DQProduk-003,3012024,1
DQTrx002423,DQProduk-001,3012024,1
DQTrx002444,DQProduk-003,3012024,1
DQTrx002450,DQProduk-009,3012024,1
DQTrx002454,DQProduk-009,3012024,1
DQTrx002457,DQProduk-009,3012024,1
DQTrx002461,DQProduk-001,3012024,1
DQTrx002462,DQProduk-001,3012024,1
DQTrx002474,DQProduk-001,3012024,1
DQTrx002476,DQProduk-009,3012024,1
DQTrx002506,DQProduk-009,3012024,1
DQTrx002513,DQProduk-003,3012024,1
DQTrx002523,DQProduk-003,3012024,1
DQTrx002538,DQProduk-009,3012024,1
DQTrx002544,DQProduk-001,3012024,1
DQTrx002551,DQProduk-001,3012024,1
DQTrx002569,DQProduk-009,3012024,1
DQTrx002572,DQProduk-003,3012024,1
DQTrx002573,DQProduk-001,3012024,1
DQTrx002582,DQProduk-009,3012024,1
DQTrx002591,DQProduk-003,3012024,1
DQTrx002598,DQProduk-009,3012024,1
DQTrx002605,DQProduk-001,3012024,1
DQTrx002629,DQProduk-009,3012024,1
DQTrx002633,DQProduk-001,3012024,1
DQTrx002636,DQProduk-001,3012024,1
DQTrx002656,DQProduk-009,3012024,1
DQTrx002672,DQProduk-009,3012024,1
DQTrx002677,DQProduk-009,3012024,1
DQTrx002689,DQProduk-001,3012024,1
DQTrx002708,DQProduk-001,3012024,1
DQTrx002730,DQProduk-001,3012024,1
DQTrx002733,DQProduk-003,3012024,1
DQTrx002739,DQProduk-009,3012024,1
DQTrx002755,DQProduk-001,3012024,1
DQTrx002759,DQProduk-001,3012024,1
DQTrx002775,DQProduk-001,3012024,1
DQTrx002793,DQProduk-003,4012024,1
DQTrx002800,DQProduk-003,4012024,1
DQTrx002810,DQProduk-001,4012024,1
DQTrx002812,DQProduk-009,4012024,1
DQTrx002822,DQProduk-003,4012024,1
DQTrx002831,DQProduk-001,4012024,3
DQTrx002837,DQProduk-001,4012024,1
DQTrx002859,DQProduk-001,4012024,1
DQTrx002862,DQProduk-003,4012024,1
DQTrx002870,DQProduk-003,4012024,1
DQTrx002883,DQProduk-001,4012024,1
DQTrx002890,DQProduk-003,4012024,1
DQTrx002915,DQProduk-001,4012024,1
DQTrx002918,DQProduk-001,4012024,1
DQTrx002921,DQProduk-009,4012024,1
DQTrx002922,DQProduk-003,4012024,1
DQTrx002927,DQProduk-009,4012024,1
DQTrx002936,DQProduk-009,4012024,1
DQTrx002943,DQProduk-009,4012024,1
DQTrx002955,DQProduk-003,4012024,1
DQTrx002963,DQProduk-009,4012024,1
DQTrx002974,DQProduk-003,4012024,1
DQTrx002983,DQProduk-001,4012024,2
DQTrx002990,DQProduk-009,4012024,1
DQTrx002998,DQProduk-001,4012024,1
DQTrx003005,DQProduk-009,4012024,1
DQTrx003012,DQProduk-009,4012024,1
DQTrx003017,DQProduk-001,4012024,1
DQTrx003018,DQProduk-009,4012024,1
DQTrx003022,DQProduk-001,4012024,1
DQTrx003028,DQProduk-003,4012024,1
DQTrx003039,DQProduk-001,4012024,1
DQTrx003041,DQProduk-009,4012024,1
DQTrx003055,DQProduk-001,4012024,1
DQTrx003058,DQProduk-001,4012024,1
DQTrx003075,DQProduk-001,4012024,1
DQTrx003076,DQProduk-009,4012024,1
DQTrx003077,DQProduk-001,4012024,1
DQTrx003079,DQProduk-003,4012024,1
DQTrx003081,DQProduk-001,4012024,2
DQTrx003126,DQProduk-001,4012024,1
DQTrx003128,DQProduk-001,4012024,1
DQTrx003142,DQProduk-001,4012024,1
DQTrx003143,DQProduk-001,4012024,1
DQTrx003147,DQProduk-009,4012024,1
DQTrx003167,DQProduk-001,4012024,1
DQTrx003171,DQProduk-003,4012024,1
DQTrx003173,DQProduk-003,4012024,1
DQTrx003175,DQProduk-009,4012024,1
DQTrx003177,DQProduk-009,4012024,1
DQTrx003181,DQProduk-001,4012024,1
DQTrx003183,DQProduk-001,4012024,1
DQTrx003194,DQProduk-001,4012024,1
DQTrx003201,DQProduk-003,4012024,1
DQTrx003210,DQProduk-009,4012024,1
DQTrx003217,DQProduk-001,4012024,1
DQTrx003219,DQProduk-001,4012024,1
DQTrx003226,DQProduk-001,4012024,1
DQTrx003230,DQProduk-003,4012024,1
DQTrx003247,DQProduk-003,4012024,1
DQTrx003255,DQProduk-001,4012024,1
DQTrx003268,DQProduk-001,4012024,1
DQTrx003269,DQProduk-009,4012024,1
DQTrx003294,DQProduk-001,4012024,1
DQTrx003304,DQProduk-003,4012024,1
DQTrx003313,DQProduk-009,4012024,1
DQTrx003327,DQProduk-001,4012024,1
DQTrx003347,DQProduk-001,4012024,1
DQTrx003353,DQProduk-001,4012024,2
DQTrx003389,DQProduk-003,4012024,1
DQTrx003396,DQProduk-003,4012024,1
DQTrx003418,DQProduk-009,4012024,1
DQTrx003421,DQProduk-001,4012024,1
DQTrx003423,DQProduk-001,4012024,1
DQTrx003431,DQProduk-003,4012024,1
DQTrx003433,DQProduk-001,4012024,3
DQTrx003435,DQProduk-001,4012024,1
DQTrx003436,DQProduk-001,4012024,1
DQTrx003437,DQProduk-001,4012024,1
DQTrx003455,DQProduk-001,4012024,1
DQTrx003463,DQProduk-001,4012024,3
DQTrx003465,DQProduk-001,4012024,1
DQTrx003468,DQProduk-009,4012024,1
DQTrx003472,DQProduk-001,4012024,1
DQTrx003478,DQProduk-001,4012024,1
DQTrx003481,DQProduk-003,4012024,1
DQTrx003497,DQProduk-009,4012024,1
DQTrx003505,DQProduk-001,4012024,1
DQTrx003507,DQProduk-001,4012024,1
DQTrx003517,DQProduk-009,4012024,1
DQTrx003518,DQProduk-001,4012024,1
DQTrx003522,DQProduk-001,4012024,1
DQTrx003530,DQProduk-009,5012024,2
DQTrx003535,DQProduk-001,5012024,1
DQTrx003539,DQProduk-001,5012024,1
DQTrx003545,DQProduk-001,5012024,1
DQTrx003546,DQProduk-001,5012024,1
DQTrx003555,DQProduk-001,5012024,1
DQTrx003560,DQProduk-009,5012024,1
DQTrx003561,DQProduk-001,5012024,2
DQTrx003562,DQProduk-009,5012024,2
DQTrx003563,DQProduk-001,5012024,2
DQTrx003572,DQProduk-001,5012024,1
DQTrx003577,DQProduk-001,5012024,3
DQTrx003593,DQProduk-009,5012024,1
DQTrx003594,DQProduk-001,5012024,1
DQTrx003595,DQProduk-001,5012024,1
DQTrx003608,DQProduk-001,5012024,1
DQTrx003611,DQProduk-001,5012024,1
DQTrx003612,DQProduk-009,5012024,1
DQTrx003619,DQProduk-001,5012024,1
DQTrx003620,DQProduk-009,5012024,2
DQTrx003626,DQProduk-001,5012024,1
DQTrx003638,DQProduk-001,5012024,1
DQTrx003640,DQProduk-001,5012024,3
DQTrx003651,DQProduk-009,5012024,2
DQTrx003652,DQProduk-001,5012024,3
DQTrx003654,DQProduk-009,5012024,2
DQTrx003662,DQProduk-009,5012024,1
DQTrx003663,DQProduk-001,5012024,1
DQTrx003664,DQProduk-001,5012024,1
DQTrx003666,DQProduk-001,5012024,1
DQTrx003673,DQProduk-001,5012024,3
DQTrx003674,DQProduk-009,5012024,3
DQTrx003688,DQProduk-001,5012024,1
DQTrx003692,DQProduk-009,5012024,3
DQTrx003700,DQProduk-009,5012024,1
DQTrx003704,DQProduk-009,5012024,3
DQTrx003708,DQProduk-001,5012024,1
DQTrx003709,DQProduk-001,5012024,1
DQTrx003716,DQProduk-009,5012024,3
DQTrx003717,DQProduk-009,5012024,1
DQTrx003720,DQProduk-009,5012024,3
DQTrx003721,DQProduk-001,5012024,1
DQTrx003724,DQProduk-001,5012024,1
DQTrx003726,DQProduk-009,5012024,1
DQTrx003728,DQProduk-001,5012024,2
DQTrx003736,DQProduk-001,5012024,1
DQTrx003737,DQProduk-001,5012024,1
DQTrx003740,DQProduk-001,5012024,1
DQTrx003741,DQProduk-009,5012024,1
DQTrx003746,DQProduk-001,5012024,1
DQTrx003750,DQProduk-001,5012024,1
DQTrx003754,DQProduk-009,5012024,1
DQTrx003757,DQProduk-001,5012024,1
DQTrx003763,DQProduk-001,5012024,1
DQTrx003776,DQProduk-001,5012024,1
DQTrx003781,DQProduk-001,5012024,1
DQTrx003790,DQProduk-009,5012024,1
DQTrx003793,DQProduk-001,5012024,1
DQTrx003797,DQProduk-001,5012024,2
DQTrx003802,DQProduk-009,5012024,3
DQTrx003804,DQProduk-009,5012024,1
DQTrx003806,DQProduk-001,5012024,1
DQTrx003818,DQProduk-001,5012024,1
DQTrx003822,DQProduk-009,5012024,1
DQTrx003826,DQProduk-009,5012024,2
DQTrx003828,DQProduk-001,5012024,1
DQTrx003830,DQProduk-001,5012024,1
DQTrx003837,DQProduk-001,5012024,1
DQTrx003847,DQProduk-009,5012024,2
DQTrx003850,DQProduk-009,5012024,2
DQTrx003852,DQProduk-001,5012024,1
DQTrx003853,DQProduk-001,5012024,2
DQTrx003854,DQProduk-001,5012024,1
DQTrx003855,DQProduk-009,5012024,1
DQTrx003856,DQProduk-001,5012024,1
DQTrx003865,DQProduk-001,5012024,1
DQTrx003870,DQProduk-001,5012024,1
DQTrx003876,DQProduk-001,5012024,1
DQTrx003877,DQProduk-001,5012024,1
DQTrx003881,DQProduk-001,5012024,3
DQTrx003885,DQProduk-001,5012024,1
DQTrx003897,DQProduk-009,5012024,3
DQTrx003911,DQProduk-001,5012024,1
DQTrx003931,DQProduk-001,5012024,1
DQTrx003936,DQProduk-001,5012024,1
DQTrx003937,DQProduk-001,5012024,1
DQTrx003938,DQProduk-001,5012024,1
DQTrx003942,DQProduk-001,5012024,1
DQTrx003950,DQProduk-001,5012024,1
DQTrx003952,DQProduk-001,5012024,1
DQTrx003954,DQProduk-001,5012024,1
DQTrx003961,DQProduk-001,5012024,1
DQTrx003966,DQProduk-001,5012024,1
DQTrx003968,DQProduk-009,5012024,1
DQTrx003970,DQProduk-001,5012024,1
DQTrx003977,DQProduk-009,5012024,2
DQTrx003991,DQProduk-009,5012024,2
DQTrx003998,DQProduk-001,5012024,2
DQTrx004001,DQProduk-001,5012024,3
DQTrx004007,DQProduk-009,5012024,2
DQTrx004010,DQProduk-001,5012024,2
DQTrx004016,DQProduk-001,5012024,1
DQTrx004024,DQProduk-001,5012024,1
DQTrx004025,DQProduk-009,5012024,1
DQTrx004035,DQProduk-001,5012024,2
DQTrx004047,DQProduk-009,5012024,1
DQTrx004048,DQProduk-009,5012024,2
DQTrx004049,DQProduk-001,5012024,1
DQTrx004053,DQProduk-009,5012024,1
DQTrx004055,DQProduk-001,5012024,1
DQTrx004065,DQProduk-009,5012024,3
DQTrx004067,DQProduk-009,5012024,1
DQTrx004074,DQProduk-001,5012024,2
DQTrx004076,DQProduk-009,5012024,1
DQTrx004077,DQProduk-001,5012024,1
DQTrx004082,DQProduk-001,5012024,1
DQTrx004104,DQProduk-009,5012024,3
